year,month,day,hour,PM_US Post
2015,8,16,2,42
2015,8,16,3,43
2015,8,16,4,33
2015,8,16,5,25
2015,8,16,6,22
2015,8,16,7,12
2015,8,16,8,28
2015,8,16,9,22
2015,8,16,10,25
2015,8,16,11,24
2015,8,16,12,30
2015,8,16,13,28
2015,8,16,14,43
2015,8,16,15,43
2015,8,16,16,40
2015,8,16,17,42
2015,8,16,18,48
2015,8,16,19,99
2015,8,16,20,73
2015,8,16,21,66
2015,8,16,22,69
2015,8,16,23,75
2015,8,17,0,65
2015,8,17,1,70
2015,8,17,2,65
2015,8,17,3,65
2015,8,17,4,80
2015,8,17,5,83
2015,8,17,6,91
2015,8,17,7,81
2015,8,17,8,91
2015,8,17,9,83
2015,8,17,10,97
2015,8,17,11,78
2015,8,17,12,75
2015,8,17,13,79
2015,8,17,14,73
2015,8,17,15,68
2015,8,17,16,58
2015,8,17,17,64
2015,8,17,18,66
2015,8,17,19,49
2015,8,17,20,53
2015,8,17,21,62
2015,8,17,22,78
2015,8,17,23,83
2015,8,18,0,81
2015,8,18,1,77
2015,8,18,2,81
2015,8,18,3,56
2015,8,18,4,40
2015,8,18,5,20
2015,8,18,6,28
2015,8,18,7,28
2015,8,18,8,37
2015,8,18,9,38
2015,8,18,10,43
2015,8,18,11,77
2015,8,18,12,57
2015,8,18,13,54
2015,8,18,14,34
2015,8,18,15,34
2015,8,18,16,39
2015,8,18,17,34
2015,8,18,18,27
2015,8,18,19,33
2015,8,18,20,34
2015,8,18,21,43
2015,8,18,22,33
2015,8,18,23,42
2015,8,19,0,41
2015,8,19,1,50
2015,8,19,2,38
2015,8,19,3,39
2015,8,19,4,55
2015,8,19,5,66
2015,8,19,6,65
2015,8,19,7,65
2015,8,19,8,70
2015,8,19,9,65
2015,8,19,10,64
2015,8,19,11,55
2015,8,19,12,49
2015,8,19,13,46
2015,8,19,14,46
2015,8,19,15,49
2015,8,19,16,58
2015,8,19,17,53
2015,8,19,18,59
2015,8,19,19,62
2015,8,19,20,71
2015,8,19,21,49
2015,8,19,22,41
2015,8,19,23,40
2015,8,20,0,23
2015,8,20,1,25
2015,8,20,2,25
2015,8,20,3,27
2015,8,20,4,25
2015,8,20,5,29
2015,8,20,6,23
2015,8,20,7,25
2015,8,20,8,30
2015,8,20,9,39
2015,8,20,10,52
2015,8,20,11,49
2015,8,20,12,35
2015,8,20,13,33
2015,8,20,14,22
2015,8,20,15,16
2015,8,20,16,21
2015,8,20,17,25
2015,8,20,18,32
2015,8,20,19,45
2015,8,20,20,52
2015,8,20,21,40
2015,8,20,22,19
2015,8,20,23,14
2015,8,21,0,16
2015,8,21,1,8
2015,8,21,2,5
2015,8,21,3,6
2015,8,21,4,9
2015,8,21,5,8
2015,8,21,6,11
2015,8,21,7,9
2015,8,21,8,13
2015,8,21,9,10
2015,8,21,10,8
2015,8,21,11,12
2015,8,21,12,13
2015,8,21,13,10
2015,8,21,14,11
2015,8,21,15,10
2015,8,21,16,13
2015,8,21,17,20
2015,8,21,18,24
2015,8,21,19,22
2015,8,21,20,25
2015,8,21,21,34
2015,8,21,22,30
2015,8,21,23,23
2015,8,22,0,17
2015,8,22,1,17
2015,8,22,2,15
2015,8,22,3,8
2015,8,22,4,11
2015,8,22,5,8
2015,8,22,6,9
2015,8,22,7,7
2015,8,22,8,7
2015,8,22,9,5
2015,8,22,10,6
2015,8,22,11,6
2015,8,22,12,5
2015,8,22,13,5
2015,8,22,14,5
2015,8,22,15,3
2015,8,22,16,13
2015,8,22,17,13
2015,8,22,18,11
2015,8,22,19,24
2015,8,22,20,45
2015,8,22,21,66
2015,8,22,22,69
2015,8,22,23,70
2015,8,23,0,53
2015,8,23,1,46
2015,8,23,2,33
2015,8,23,3,37
2015,8,23,4,15
2015,8,23,5,16
2015,8,23,6,13
2015,8,23,7,9
2015,8,23,8,9
2015,8,23,9,8
2015,8,23,10,16
2015,8,23,11,17
2015,8,23,12,23
2015,8,23,13,23
2015,8,23,14,17
2015,8,23,15,12
2015,8,23,16,12
2015,8,23,17,11
2015,8,23,18,13
2015,8,23,19,10
2015,8,23,20,9
2015,8,23,21,14
2015,8,23,22,18
2015,8,23,23,20
2015,8,24,0,22
2015,8,24,1,12
2015,8,24,2,17
2015,8,24,3,10
2015,8,24,4,13
2015,8,24,5,13
2015,8,24,6,9
2015,8,24,7,8
2015,8,24,8,11
2015,8,24,9,14
2015,8,24,10,11
2015,8,24,11,11
2015,8,24,12,11
2015,8,24,13,8
2015,8,24,14,7
2015,8,24,15,13
2015,8,24,16,8
2015,8,24,17,16
2015,8,24,18,13
2015,8,24,19,18
2015,8,24,20,27
2015,8,24,21,29
2015,8,24,22,37
2015,8,24,23,28
2015,8,25,0,27
2015,8,25,1,24
2015,8,25,2,21
2015,8,25,3,22
2015,8,25,4,14
2015,8,25,5,16
2015,8,25,6,12
2015,8,25,7,15
2015,8,25,8,20
2015,8,25,9,17
2015,8,25,10,14
2015,8,25,11,10
2015,8,25,12,7
2015,8,25,13,9
2015,8,25,14,12
2015,8,25,15,10
2015,8,25,16,8
2015,8,25,17,10
2015,8,25,18,18
2015,8,25,19,23
2015,8,25,20,22
2015,8,25,21,12
2015,8,25,22,12
2015,8,25,23,16
2015,8,26,0,7
2015,8,26,1,10
2015,8,26,2,12
2015,8,26,3,10
2015,8,26,4,13
2015,8,26,5,17
2015,8,26,6,10
2015,8,26,7,12
2015,8,26,8,11
2015,8,26,9,10
2015,8,26,10,8
2015,8,26,11,9
2015,8,26,12,8
2015,8,26,13,7
2015,8,26,14,6
2015,8,26,15,3
2015,8,26,16,3
2015,8,26,17,6
2015,8,26,18,14
2015,8,26,19,14
2015,8,26,20,23
2015,8,26,21,13
2015,8,26,22,16
2015,8,26,23,17
2015,8,27,0,16
2015,8,27,1,15
2015,8,27,2,12
2015,8,27,3,15
2015,8,27,4,5
2015,8,27,5,11
2015,8,27,6,11
2015,8,27,7,9
2015,8,27,8,7
2015,8,27,9,9
2015,8,27,10,9
2015,8,27,11,7
2015,8,27,12,7
2015,8,27,13,5
2015,8,27,14,7
2015,8,27,15,8
2015,8,27,16,14
2015,8,27,17,8
2015,8,27,18,11
2015,8,27,19,15
2015,8,27,20,18
2015,8,27,21,16
2015,8,27,22,26
2015,8,27,23,38
2015,8,28,0,37
2015,8,28,1,32
2015,8,28,2,27
2015,8,28,3,17
2015,8,28,4,12
2015,8,28,5,11
2015,8,28,6,11
2015,8,28,7,11
2015,8,28,8,9
2015,8,28,9,7
2015,8,28,10,9
2015,8,28,11,11
2015,8,28,12,11
2015,8,28,13,12
2015,8,28,14,8
2015,8,28,15,6
2015,8,28,16,8
2015,8,28,17,11
2015,8,28,18,12
2015,8,28,19,28
2015,8,28,20,23
2015,8,28,21,15
2015,8,28,22,18
2015,8,28,23,24
2015,8,29,0,28
2015,8,29,1,34
2015,8,29,2,11
2015,8,29,3,10
2015,8,29,4,17
2015,8,29,5,27
2015,8,29,6,26
2015,8,29,7,29
2015,8,29,8,23
2015,8,29,9,22
2015,8,29,10,21
2015,8,29,11,24
2015,8,29,12,25
2015,8,29,13,32
2015,8,29,14,30
2015,8,29,15,37
2015,8,29,16,35
2015,8,29,17,31
2015,8,29,18,21
2015,8,29,19,28
2015,8,29,20,29
2015,8,29,21,29
2015,8,29,22,40
2015,8,29,23,38
2015,8,30,0,27
2015,8,30,1,24
2015,8,30,2,18
2015,8,30,3,25
2015,8,30,4,26
2015,8,30,5,22
2015,8,30,6,30
2015,8,30,7,38
2015,8,30,8,40
2015,8,30,9,42
2015,8,30,10,36
2015,8,30,11,34
2015,8,30,12,29
2015,8,30,13,19
2015,8,30,14,26
2015,8,30,15,27
2015,8,30,16,11
2015,8,30,17,12
2015,8,30,18,20
2015,8,30,19,31
2015,8,30,20,19
2015,8,30,21,31
2015,8,30,22,36
2015,8,30,23,44
2015,8,31,0,49
2015,8,31,1,48
2015,8,31,2,42
2015,8,31,3,43
2015,8,31,4,45
2015,8,31,5,45
2015,8,31,6,48
2015,8,31,7,35
2015,8,31,8,25
2015,8,31,9,21
2015,8,31,10,17
2015,8,31,11,23
2015,8,31,12,21
2015,8,31,13,20
2015,8,31,14,21
2015,8,31,15,20
2015,8,31,16,18
2015,8,31,17,24
2015,8,31,18,25
2015,8,31,19,30
2015,8,31,20,30
2015,8,31,21,9
2015,8,31,22,8
2015,8,31,23,10
2015,9,1,0,9
2015,9,1,1,9
2015,9,1,2,11
2015,9,1,3,13
2015,9,1,4,10
2015,9,1,5,10
2015,9,1,6,10
2015,9,1,7,7
2015,9,1,8,9
2015,9,1,9,7
2015,9,1,10,10
2015,9,1,11,9
2015,9,1,12,9
2015,9,1,13,9
2015,9,1,14,11
2015,9,1,15,6
2015,9,1,16,7
2015,9,1,17,10
2015,9,1,18,13
2015,9,1,19,16
2015,9,1,20,21
2015,9,1,21,13
2015,9,1,22,16
2015,9,1,23,17
2015,9,2,0,8
2015,9,2,1,7
2015,9,2,2,9
2015,9,2,3,9
2015,9,2,4,8
2015,9,2,5,8
2015,9,2,6,8
2015,9,2,7,11
2015,9,2,8,14
2015,9,2,9,9
2015,9,2,10,6
2015,9,2,11,3
2015,9,2,12,6
2015,9,2,13,6
2015,9,2,14,3
2015,9,2,15,2
2015,9,2,16,2
2015,9,2,17,2
2015,9,2,18,6
2015,9,2,19,16
2015,9,2,20,17
2015,9,2,21,16
2015,9,2,22,13
2015,9,2,23,17
2015,9,3,0,35
2015,9,3,1,22
2015,9,3,2,19
2015,9,3,3,7
2015,9,3,4,6
2015,9,3,5,5
2015,9,3,6,6
2015,9,3,7,7
2015,9,3,8,7
2015,9,3,9,6
2015,9,3,10,4
2015,9,3,11,6
2015,9,3,12,12
2015,9,3,13,10
2015,9,3,14,12
2015,9,3,15,16
2015,9,3,16,13
2015,9,3,17,12
2015,9,3,18,9
2015,9,3,19,17
2015,9,3,20,25
2015,9,3,21,32
2015,9,3,22,39
2015,9,3,23,41
2015,9,4,0,51
2015,9,4,1,55
2015,9,4,2,62
2015,9,4,3,63
2015,9,4,4,60
2015,9,4,5,56
2015,9,4,6,54
2015,9,4,7,53
2015,9,4,8,56
2015,9,4,9,66
2015,9,4,10,69
2015,9,4,11,70
2015,9,4,12,65
2015,9,4,13,64
2015,9,4,14,51
2015,9,4,15,37
2015,9,4,16,44
2015,9,4,17,21
2015,9,4,18,45
2015,9,4,19,44
2015,9,4,20,39
2015,9,4,21,32
2015,9,4,22,20
2015,9,4,23,18
2015,9,5,0,18
2015,9,5,1,22
2015,9,5,2,28
2015,9,5,3,26
2015,9,5,4,21
2015,9,5,5,25
2015,9,5,6,22
2015,9,5,7,14
2015,9,5,8,11
2015,9,5,9,16
2015,9,5,10,28
2015,9,5,11,28
2015,9,5,12,19
2015,9,5,13,18
2015,9,5,14,14
2015,9,5,15,17
2015,9,5,16,18
2015,9,5,17,17
2015,9,5,18,21
2015,9,5,19,20
2015,9,5,20,24
2015,9,5,21,27
2015,9,5,22,20
2015,9,5,23,20
2015,9,6,0,13
2015,9,6,1,10
2015,9,6,2,14
2015,9,6,3,12
2015,9,6,4,14
2015,9,6,5,12
2015,9,6,6,14
2015,9,6,7,11
2015,9,6,8,13
2015,9,6,9,18
2015,9,6,10,15
2015,9,6,11,13
2015,9,6,12,22
2015,9,6,13,19
2015,9,6,14,18
2015,9,6,15,14
2015,9,6,16,12
2015,9,6,17,12
2015,9,6,18,20
2015,9,6,19,29
2015,9,6,20,28
2015,9,6,21,30
2015,9,6,22,23
2015,9,6,23,26
2015,9,7,0,32
2015,9,7,1,43
2015,9,7,2,33
2015,9,7,3,26
2015,9,7,4,35
2015,9,7,5,30
2015,9,7,6,29
2015,9,7,7,18
2015,9,7,8,20
2015,9,7,9,17
2015,9,7,10,19
2015,9,7,11,17
2015,9,7,12,26
2015,9,7,13,27
2015,9,7,14,22
2015,9,7,15,18
2015,9,7,16,17
2015,9,7,17,21
2015,9,7,18,22
2015,9,7,19,31
2015,9,7,20,32
2015,9,7,21,32
2015,9,7,22,39
2015,9,7,23,43
2015,9,8,0,43
2015,9,8,1,61
2015,9,8,2,58
2015,9,8,3,56
2015,9,8,4,66
2015,9,8,5,73
2015,9,8,6,76
2015,9,8,7,74
2015,9,8,8,67
2015,9,8,9,68
2015,9,8,10,73
2015,9,8,11,44
2015,9,8,12,34
2015,9,8,13,28
2015,9,8,14,27
2015,9,8,15,34
2015,9,8,16,36
2015,9,8,17,46
2015,9,8,18,56
2015,9,8,19,72
2015,9,8,20,78
2015,9,8,21,77
2015,9,8,22,99
2015,9,8,23,98
2015,9,9,0,92
2015,9,9,1,79
2015,9,9,2,64
2015,9,9,3,65
2015,9,9,4,48
2015,9,9,5,51
2015,9,9,6,52
2015,9,9,7,52
2015,9,9,8,58
2015,9,9,9,46
2015,9,9,10,48
2015,9,9,11,29
2015,9,9,12,26
2015,9,9,13,27
2015,9,9,14,20
2015,9,9,15,16
2015,9,9,16,16
2015,9,9,17,12
2015,9,9,18,11
2015,9,9,19,7
2015,9,9,20,11
2015,9,9,21,11
2015,9,9,22,9
2015,9,9,23,9
2015,9,10,0,8
2015,9,10,1,7
2015,9,10,2,8
2015,9,10,3,5
2015,9,10,4,5
2015,9,10,5,5
2015,9,10,6,5
2015,9,10,7,6
2015,9,10,8,10
2015,9,10,9,11
2015,9,10,10,9
2015,9,10,11,9
2015,9,10,12,13
2015,9,10,13,13
2015,9,10,14,9
2015,9,10,15,8
2015,9,10,16,10
2015,9,10,17,9
2015,9,10,18,12
2015,9,10,19,11
2015,9,10,20,10
2015,9,10,21,8
2015,9,10,22,8
2015,9,10,23,13
2015,9,11,0,13
2015,9,11,1,13
2015,9,11,2,7
2015,9,11,3,9
2015,9,11,4,7
2015,9,11,5,8
2015,9,11,6,8
2015,9,11,7,6
2015,9,11,8,5
2015,9,11,9,7
2015,9,11,10,5
2015,9,11,11,5
2015,9,11,12,6
2015,9,11,13,5
2015,9,11,14,3
2015,9,11,15,9
2015,9,11,16,8
2015,9,11,17,9
2015,9,11,18,14
2015,9,11,19,11
2015,9,11,20,19
2015,9,11,21,25
2015,9,11,22,9
2015,9,11,23,5
2015,9,12,0,5
2015,9,12,1,6
2015,9,12,2,5
2015,9,12,3,4
2015,9,12,4,5
2015,9,12,5,8
2015,9,12,6,8
2015,9,12,7,5
2015,9,12,8,2
2015,9,12,9,4
2015,9,12,10,6
2015,9,12,11,6
2015,9,12,12,5
2015,9,12,13,2
2015,9,12,14,8
2015,9,12,15,9
2015,9,12,16,6
2015,9,12,17,4
2015,9,12,18,10
2015,9,12,19,8
2015,9,12,20,18
2015,9,12,21,17
2015,9,12,22,16
2015,9,12,23,16
2015,9,13,0,18
2015,9,13,1,18
2015,9,13,2,25
2015,9,13,3,19
2015,9,13,4,25
2015,9,13,5,26
2015,9,13,6,26
2015,9,13,7,15
2015,9,13,8,17
2015,9,13,9,12
2015,9,13,10,8
2015,9,13,11,10
2015,9,13,12,7
2015,9,13,13,10
2015,9,13,14,8
2015,9,13,15,12
2015,9,13,16,12
2015,9,13,17,14
2015,9,13,18,15
2015,9,13,19,29
2015,9,13,20,30
2015,9,13,21,29
2015,9,13,22,32
2015,9,13,23,38
2015,9,14,0,42
2015,9,14,1,49
2015,9,14,2,50
2015,9,14,3,61
2015,9,14,4,60
2015,9,14,5,58
2015,9,14,6,57
2015,9,14,7,60
2015,9,14,8,70
2015,9,14,9,81
2015,9,14,10,117
2015,9,14,11,116
2015,9,14,12,70
2015,9,14,13,86
2015,9,14,14,60
2015,9,14,15,45
2015,9,14,16,40
2015,9,14,17,39
2015,9,14,18,45
2015,9,14,19,55
2015,9,14,20,60
2015,9,14,21,70
2015,9,14,22,64
2015,9,14,23,67
2015,9,15,0,74
2015,9,15,1,80
2015,9,15,2,85
2015,9,15,3,110
2015,9,15,4,137
2015,9,15,5,136
2015,9,15,6,123
2015,9,15,7,93
2015,9,15,8,92
2015,9,15,9,105
2015,9,15,10,98
2015,9,15,11,93
2015,9,15,12,99
2015,9,15,13,103
2015,9,15,14,94
2015,9,15,15,99
2015,9,15,16,86
2015,9,15,17,91
2015,9,15,18,85
2015,9,15,19,93
2015,9,15,20,102
2015,9,15,21,147
2015,9,15,22,163
2015,9,15,23,153
2015,9,16,0,196
2015,9,16,1,152
2015,9,16,2,161
2015,9,16,3,159
2015,9,16,4,151
2015,9,16,5,150
2015,9,16,6,136
2015,9,16,7,125
2015,9,16,8,123
2015,9,16,9,150
2015,9,16,10,147
2015,9,16,11,142
2015,9,16,12,120
2015,9,16,13,97
2015,9,16,14,88
2015,9,16,15,79
2015,9,16,16,85
2015,9,16,17,92
2015,9,16,18,92
2015,9,16,19,98
2015,9,16,20,110
2015,9,16,21,120
2015,9,16,22,135
2015,9,16,23,144
2015,9,17,0,158
2015,9,17,1,151
2015,9,17,2,159
2015,9,17,3,168
2015,9,17,4,151
2015,9,17,5,151
2015,9,17,6,163
2015,9,17,7,157
2015,9,17,8,161
2015,9,17,9,152
2015,9,17,10,143
2015,9,17,11,152
2015,9,17,12,154
2015,9,17,13,105
2015,9,17,14,91
2015,9,17,15,87
2015,9,17,16,91
2015,9,17,17,99
2015,9,17,18,107
2015,9,17,19,120
2015,9,17,20,131
2015,9,17,21,151
2015,9,17,22,153
2015,9,17,23,175
2015,9,18,0,201
2015,9,18,1,206
2015,9,18,2,201
2015,9,18,3,185
2015,9,18,4,92
2015,9,18,5,78
2015,9,18,6,126
2015,9,18,7,97
2015,9,18,8,60
2015,9,18,9,56
2015,9,18,10,62
2015,9,18,11,42
2015,9,18,12,17
2015,9,18,13,14
2015,9,18,14,12
2015,9,18,15,12
2015,9,18,16,17
2015,9,18,17,25
2015,9,18,18,30
2015,9,18,19,39
2015,9,18,20,49
2015,9,18,21,55
2015,9,18,22,41
2015,9,18,23,36
2015,9,19,0,24
2015,9,19,1,28
2015,9,19,2,18
2015,9,19,3,7
2015,9,19,4,12
2015,9,19,5,11
2015,9,19,6,12
2015,9,19,7,13
2015,9,19,8,10
2015,9,19,9,10
2015,9,19,10,8
2015,9,19,11,7
2015,9,19,12,5
2015,9,19,13,3
2015,9,19,14,7
2015,9,19,15,9
2015,9,19,16,16
2015,9,19,17,13
2015,9,19,18,24
2015,9,19,19,23
2015,9,19,20,30
2015,9,19,21,27
2015,9,19,22,65
2015,9,19,23,75
2015,9,20,0,86
2015,9,20,1,96
2015,9,20,2,92
2015,9,20,3,109
2015,9,20,4,116
2015,9,20,5,85
2015,9,20,6,76
2015,9,20,7,73
2015,9,20,8,71
2015,9,20,9,102
2015,9,20,10,132
2015,9,20,11,122
2015,9,20,12,94
2015,9,20,13,84
2015,9,20,14,75
2015,9,20,15,81
2015,9,20,16,75
2015,9,20,17,67
2015,9,20,18,57
2015,9,20,19,48
2015,9,20,20,47
2015,9,20,21,44
2015,9,20,22,49
2015,9,20,23,46
2015,9,21,0,49
2015,9,21,1,58
2015,9,21,2,64
2015,9,21,3,55
2015,9,21,4,75
2015,9,21,5,77
2015,9,21,6,101
2015,9,21,7,86
2015,9,21,8,85
2015,9,21,9,96
2015,9,21,10,93
2015,9,21,11,79
2015,9,21,12,79
2015,9,21,13,73
2015,9,21,14,70
2015,9,21,15,74
2015,9,21,16,72
2015,9,21,17,73
2015,9,21,18,77
2015,9,21,19,96
2015,9,21,20,89
2015,9,21,21,95
2015,9,21,22,95
2015,9,21,23,102
2015,9,22,0,112
2015,9,22,1,115
2015,9,22,2,120
2015,9,22,3,142
2015,9,22,4,167
2015,9,22,5,170
2015,9,22,6,170
2015,9,22,7,182
2015,9,22,8,189
2015,9,22,9,187
2015,9,22,10,165
2015,9,22,11,141
2015,9,22,12,121
2015,9,22,13,122
2015,9,22,14,119
2015,9,22,15,127
2015,9,22,16,164
2015,9,22,17,68
2015,9,22,18,29
2015,9,22,19,28
2015,9,22,20,41
2015,9,22,21,40
2015,9,22,22,37
2015,9,22,23,25
2015,9,23,0,24
2015,9,23,1,34
2015,9,23,2,31
2015,9,23,3,25
2015,9,23,4,13
2015,9,23,5,11
2015,9,23,6,8
2015,9,23,7,14
2015,9,23,8,16
2015,9,23,9,14
2015,9,23,10,15
2015,9,23,11,13
2015,9,23,12,19
2015,9,23,13,24
2015,9,23,14,24
2015,9,23,15,23
2015,9,23,16,30
2015,9,23,17,31
2015,9,23,18,29
2015,9,23,19,41
2015,9,23,20,43
2015,9,23,21,58
2015,9,23,22,79
2015,9,23,23,69
2015,9,24,0,61
2015,9,24,1,72
2015,9,24,2,77
2015,9,24,3,68
2015,9,24,4,56
2015,9,24,5,48
2015,9,24,6,53
2015,9,24,7,132
2015,9,24,8,112
2015,9,24,9,123
2015,9,24,10,172
2015,9,24,11,150
2015,9,24,12,144
2015,9,24,13,154
2015,9,24,14,156
2015,9,24,15,148
2015,9,24,16,135
2015,9,24,17,139
2015,9,24,18,53
2015,9,24,19,22
2015,9,24,20,23
2015,9,24,21,25
2015,9,24,22,16
2015,9,24,23,18
2015,9,25,0,20
2015,9,25,1,29
2015,9,25,2,26
2015,9,25,3,22
2015,9,25,4,19
2015,9,25,5,20
2015,9,25,6,25
2015,9,25,7,29
2015,9,25,8,25
2015,9,25,9,10
2015,9,25,10,13
2015,9,25,11,7
2015,9,25,12,6
2015,9,25,13,4
2015,9,25,14,2
2015,9,25,15,1
2015,9,25,16,3
2015,9,25,17,3
2015,9,25,18,7
2015,9,25,19,20
2015,9,25,20,29
2015,9,25,21,24
2015,9,25,22,48
2015,9,25,23,67
2015,9,26,0,45
2015,9,26,1,31
2015,9,26,2,28
2015,9,26,3,9
2015,9,26,4,8
2015,9,26,5,9
2015,9,26,6,8
2015,9,26,7,7
2015,9,26,8,13
2015,9,26,9,11
2015,9,26,10,11
2015,9,26,11,13
2015,9,26,12,35
2015,9,26,13,34
2015,9,26,14,23
2015,9,26,15,29
2015,9,26,16,29
2015,9,26,17,35
2015,9,26,18,43
2015,9,26,19,49
2015,9,26,20,48
2015,9,26,21,44
2015,9,26,22,49
2015,9,26,23,52
2015,9,27,0,50
2015,9,27,1,71
2015,9,27,2,69
2015,9,27,3,68
2015,9,27,4,76
2015,9,27,5,70
2015,9,27,6,66
2015,9,27,7,62
2015,9,27,8,58
2015,9,27,9,55
2015,9,27,10,54
2015,9,27,11,41
2015,9,27,12,22
2015,9,27,13,22
2015,9,27,14,13
2015,9,27,15,17
2015,9,27,16,12
2015,9,27,17,18
2015,9,27,18,35
2015,9,27,19,51
2015,9,27,20,49
2015,9,27,21,50
2015,9,27,22,41
2015,9,27,23,30
2015,9,28,0,17
2015,9,28,1,19
2015,9,28,2,21
2015,9,28,3,22
2015,9,28,4,24
2015,9,28,5,33
2015,9,28,6,33
2015,9,28,7,56
2015,9,28,8,76
2015,9,28,9,78
2015,9,28,10,56
2015,9,28,11,47
2015,9,28,12,46
2015,9,28,13,43
2015,9,28,14,48
2015,9,28,15,45
2015,9,28,16,44
2015,9,28,17,47
2015,9,28,18,47
2015,9,28,19,57
2015,9,28,20,65
2015,9,28,21,76
2015,9,28,22,71
2015,9,28,23,73
2015,9,29,0,70
2015,9,29,1,69
2015,9,29,2,67
2015,9,29,3,68
2015,9,29,4,68
2015,9,29,5,63
2015,9,29,6,59
2015,9,29,7,50
2015,9,29,8,53
2015,9,29,9,51
2015,9,29,10,41
2015,9,29,11,41
2015,9,29,12,33
2015,9,29,13,34
2015,9,29,14,35
2015,9,29,15,21
2015,9,29,16,22
2015,9,29,17,28
2015,9,29,18,28
2015,9,29,19,20
2015,9,29,20,19
2015,9,29,21,20
2015,9,29,22,12
2015,9,29,23,24
2015,9,30,0,21
2015,9,30,1,16
2015,9,30,2,24
2015,9,30,3,25
2015,9,30,4,18
2015,9,30,5,20
2015,9,30,6,25
2015,9,30,7,22
2015,9,30,8,28
2015,9,30,9,22
2015,9,30,10,21
2015,9,30,11,20
2015,9,30,12,21
2015,9,30,13,19
2015,9,30,14,19
2015,9,30,15,15
2015,9,30,16,19
2015,9,30,17,27
2015,9,30,18,31
2015,9,30,19,33
2015,9,30,20,31
2015,9,30,21,23
2015,9,30,22,24
2015,9,30,23,37
2015,10,1,0,38
2015,10,1,1,34
2015,10,1,2,2
2015,10,1,3,1
2015,10,1,4,4
2015,10,1,5,3
2015,10,1,6,3
2015,10,1,7,4
2015,10,1,8,4
2015,10,1,9,3
2015,10,1,10,4
2015,10,1,11,4
2015,10,1,12,8
2015,10,1,13,5
2015,10,1,14,3
2015,10,1,15,4
2015,10,1,16,5
2015,10,1,17,12
2015,10,1,18,10
2015,10,1,19,18
2015,10,1,20,21
2015,10,1,21,19
2015,10,1,22,26
2015,10,1,23,22
2015,10,2,0,24
2015,10,2,1,23
2015,10,2,2,21
2015,10,2,3,19
2015,10,2,4,13
2015,10,2,5,17
2015,10,2,6,22
2015,10,2,7,19
2015,10,2,8,19
2015,10,2,9,18
2015,10,2,10,13
2015,10,2,11,14
2015,10,2,12,13
2015,10,2,13,13
2015,10,2,14,15
2015,10,2,15,12
2015,10,2,16,16
2015,10,2,17,18
2015,10,2,18,28
2015,10,2,19,40
2015,10,2,20,45
2015,10,2,21,42
2015,10,2,22,51
2015,10,2,23,39
2015,10,3,0,24
2015,10,3,1,6
2015,10,3,2,7
2015,10,3,3,8
2015,10,3,4,5
2015,10,3,5,4
2015,10,3,6,7
2015,10,3,7,17
2015,10,3,8,13
2015,10,3,9,16
2015,10,3,10,20
2015,10,3,11,17
2015,10,3,12,20
2015,10,3,13,16
2015,10,3,14,17
2015,10,3,15,18
2015,10,3,16,29
2015,10,3,17,33
2015,10,3,18,32
2015,10,3,19,36
2015,10,3,20,41
2015,10,3,21,49
2015,10,3,22,56
2015,10,3,23,63
2015,10,4,0,68
2015,10,4,1,64
2015,10,4,2,67
2015,10,4,3,66
2015,10,4,4,72
2015,10,4,5,63
2015,10,4,6,60
2015,10,4,7,55
2015,10,4,8,57
2015,10,4,9,61
2015,10,4,10,71
2015,10,4,11,76
2015,10,4,12,76
2015,10,4,13,102
2015,10,4,14,111
2015,10,4,15,130
2015,10,4,16,145
2015,10,4,17,155
2015,10,4,18,171
2015,10,4,19,182
2015,10,4,20,191
2015,10,4,21,205
2015,10,4,22,195
2015,10,4,23,190
2015,10,5,0,170
2015,10,5,1,162
2015,10,5,2,157
2015,10,5,3,161
2015,10,5,4,147
2015,10,5,5,148
2015,10,5,6,143
2015,10,5,7,144
2015,10,5,8,136
2015,10,5,9,152
2015,10,5,10,180
2015,10,5,11,210
2015,10,5,12,211
2015,10,5,13,206
2015,10,5,14,202
2015,10,5,15,200
2015,10,5,16,242
2015,10,5,17,201
2015,10,5,18,203
2015,10,5,19,242
2015,10,5,20,276
2015,10,5,21,316
2015,10,5,22,319
2015,10,5,23,332
2015,10,6,0,345
2015,10,6,1,356
2015,10,6,2,344
2015,10,6,3,338
2015,10,6,4,275
2015,10,6,5,276
2015,10,6,6,261
2015,10,6,7,255
2015,10,6,8,238
2015,10,6,9,213
2015,10,6,10,214
2015,10,6,11,206
2015,10,6,12,209
2015,10,6,13,211
2015,10,6,14,248
2015,10,6,15,270
2015,10,6,16,278
2015,10,6,17,264
2015,10,6,18,307
2015,10,6,19,331
2015,10,6,20,282
2015,10,6,21,260
2015,10,6,22,223
2015,10,6,23,221
2015,10,7,0,263
2015,10,7,1,309
2015,10,7,2,287
2015,10,7,3,278
2015,10,7,4,288
2015,10,7,5,282
2015,10,7,6,262
2015,10,7,7,265
2015,10,7,8,253
2015,10,7,9,267
2015,10,7,10,280
2015,10,7,11,286
2015,10,7,12,271
2015,10,7,13,252
2015,10,7,14,220
2015,10,7,15,206
2015,10,7,16,209
2015,10,7,17,226
2015,10,7,18,261
2015,10,7,19,285
2015,10,7,20,13
2015,10,7,21,9
2015,10,7,22,4
2015,10,7,23,3
2015,10,8,0,3
